item_id,item_description,upc
66028120,SG CPM 10H 10 X 6 LEAD REFILLS *NEW ITEM,9002719044284
66041120,"TLM2 - 10 PACK, MECHANICAL PENCIL WITH DEEP HOLE MARKER *NEW ITEM",9002719041177
66041142,"TLM2SET - DEEP HOLE MARKER DISPLAY W/20 TLM2, 10 SG TLM2 AND 10 SG TLM2 HB *NEW ITEM",
66045120,"SG TLM2 HB - 6 LEAD REFILLS, GRAPHITE LEAD WITH WAX PARTS *NEW ITEM",9002719041214
66046120,"SG TLM2 - 6 LEAD REFILLS, 2 GRAPHITE, 2 YELLOW, 2 RED LEADS WITH WAX PARTS *NEW ITEM",9002719041191
71027101,"METRON 60, LASER DISTANCE METER W/BLUETOOTH TECHNOLOGY®, 200 FT RANGE *NEW ITEM",9002719041306
RSI12,"RAFTER SQUARE 12 INCH, ALUMINUM, *NEW ITEM",9002719043591
RSI7,"RAFTER SQUARE 7 INCH, ALUMINUM, *NEW ITEM",9002719043584
WMDI19,"SOLA DIGITAL ANGLE FINDER, 19 INCH *NEW ITEM",9002719045113
WMDI7,"SOLA DIGITAL ANGLE FINDER, 7 INCH *NEW ITEM",9002719045090
STK21B,"2321B-730 STAKE FLAG BLUE, 2 1/2 IN X 3 1/2 IN X 21 IN STAFF, BUNDLE OF 100",841749052758
STK21G,"2321G-730 STAKE FLAG GREEN, 2 1/2 IN X 3 1/2 IN X 21 IN STAFF, BUNDLE OF 100",841749052819
STK21GL,"2321LG-730 STAKE FLAG GLO-LIME, 2 1/2 IN X 3 1/2 IN X 21 IN STAFF, BUNDLE OF 100",841749052789
STK21GO,"2321OG-730 STAKE FLAG GLO-ORANGE, 2 1/2 IN X 3 1/2 IN X 21 IN STAFF, BUNDLE OF 100",841749052741
STK21GP,"2321PG-730 STAKE FLAG GLO-PINK, 2 1/2 IN X 3 1/2 IN X 21 IN STAFF, BUNDLE OF 100",841749052772
STK21GR,"2321RG-730 STAKE FLAG GLO-RED, 2 1/2 IN X 3 1/2 IN X 21 IN STAFF, BUNDLE OF 100",841749052802
STK21W,"2321W-730 STAKE FLAG WHITE, 2 1/2 IN X 3 1/2 IN X 21 IN STAFF, BUNDLE OF 100",841749052765
STK21Y,"2321Y-730 STAKE FLAG YELLOW, 2 1/2 IN X 3 1/2 IN X 21 IN STAFF, BUNDLE OF 100",841749052796
TC100,TALLY COUNTER W/REMOVABLE BASE MOUNT - COUNTER DISPLAY OF 10 *NEW ITEM,052837029471
MP201,"METAL PROFESSIONAL MEASURING WHEEL, 2 FT CIRC, SOLID, UNITS: FT",052837008315
MP301,"METAL PROFESSIONAL MEASURING WHEEL, 3 FT CIRC, SPOKED, UNITS: FT",052837026128
MP301DM,"METAL PROFESSIONAL MEASURING WHEEL, 1M CIRC, SPOKED, UNITS: METRIC M, DM",052837026265
MP301M,"METAL PROFESSIONAL MEASURING WHEEL, 1M CIRC, SPOKED, UNITS: METRIC M",052837025763
MP315M,"METAL PROFESSIONAL MEASURING WHEEL, 1M CIRC, SOLID UNITS: METRIC M",052837027040
MP401,"METAL PROFESSIONAL MEASURING WHEEL, 4 FT CIRC, SPOKED, UNITS: FT",052837025756
MP401E,"METAL PROFESSIONAL MEASURING WHEEL, 4 FT, ELECTRONIC, SPOKED, UNITS: FT & IN, FT & 10THS, METRIC",052837026715
MP401P,"METAL PROFESSIONAL MEASURING WHEEL, 4 FT CIRC, PLASTIC SPOKED, UNITS: FT",052837026111
MP401RCA,METAL PROFESSIONAL MEASURING WHEEL REPLACEMENT COUNTER ASSEMBLY,052837026234
MP415,"METAL PROFESSIONAL MEASURING WHEEL, 4 FT CIRC, SOLID, UNITS: FT & IN, FT & 10THS",052837026449
MPLGCASE,METAL PROFESSIONAL NYLON CASE FOR 3 AND 4 FT WHEELS,052837026876
MPRCA,METAL PROFESSIONAL MEASURING WHEEL REPLACEMENT COUNTER FOR MP201,052837027683
MPSMCASE,METAL PROFESSIONAL NYLON CASE FOR MP201,052837026883
RR102,"DUAL MEASURING WHEEL, 1 FT CIRC, UNITS: FT & 10THS",052837010608
RR10M,"MEASURING WHEEL, 1 FT CIRC, UNITS: M & DM",052837020072
RR110,"MEASURING WHEEL, 1 FT CIRC, UNITS: FT & 10THS",052837020065
RR112,"MEASURING WHEEL, 1 FT CIRC, UNITS: FT & IN",052837020058
RR112-6,"MEASURING WHEEL, 1 FT CIRC, UNITS: FT & IN 6 PER BOX",052837020058
RR182,"DUAL MEASURING WHEEL, 1 FT CIRC, UNITS: FT & IN",052837010592
RR30,"MEASURING WHEEL, KESONITE, 3 FT CIRC, UNITS: IN FT & IN",052837026425
RR3010,"MEASURING WHEEL, KESONITE, 3 FT CIRC, UNITS: IN FT & 10THS",052837026524
RR30M,"MEASURING WHEEL, KESONITE, 1M CIRC, UNITS: IN M & DM",052837026500
RR310,"MEASURING WHEEL, 3 FT CIRC, MOLDED SPOKE, UNITS: FT & 10THS",052837010172
RR318N,"MEASURING WHEEL, 3 FT CIRC, MOLDED SPOKE, UNITS: FT & IN",052837008506
RR318N-2,"MEASURING WHEEL, 3 FT CIRC, MOLDED SPOKE, UNITS: FT & IN, 2 PER BOX",052837008506
RR3M,"MEASURING WHEEL, 1M CIRC, MOLDED SPOKE, UNITS: M & DM",052837010189
RR40,"MEASURING WHEEL, KESONITE 4 FT CIRC, UNITS: IN FT & IN",052837026463
RR410,"MEASURING WHEEL, 4 FT CIRC, MOLDED SPOKE, UNITS: FT & 10THS",052837010202
RR418,"MEASURING WHEEL, 4 FT CIRC, MOLDED SPOKE, UNITS: FT & IN",052837010196
RRT12,"MEASURING WHEEL, TOP READING WITH THUMB RESET 3 FT CIRC, MOLDED SPOKE, UNITS: FT & IN",052837027415
RRT1210,"MEASURING WHEEL, TOP READING WITH THUMB RESET 3 FT CIRC, MOLDED SPOKE, UNITS: FT & 10THS",052837027460
RRT12BAG,MEASURING WHEEL NYLON CASE FOR RRT LARGE WHEEL,052837028207
RRT12M,"MEASURING WHEEL, TOP READING WITH THUMB RESET 1M CIRC, MOLDED SPOKE, UNITS: IN M",052837027477
RRT6,"MEASURING WHEEL, TOP READING WITH THUMB RESET 1.5 FT CIRC, MOLDED SPOKE, UNITS: FT & IN",052837027422
RRT610,"MEASURING WHEEL, TOP READING WITH THUMB RESET 1.5 FT CIRC, MOLDED SPOKE, UNITS: FT & 10THS",052837027576
RRT6BAG,MEASURING WHEEL NYLON CASE FOR RRT SMALL WHEEL,052837028214
RRT6M,"MEASURING WHEEL, TOP READING WITH THUMB RESET .46M CIRC, MOLDED SPOKE, UNITS: UNITS: IN M",052837027569
